NewS: NPR,http://nprdmp-live01-mp3.akacast.akamaistream.net/7/998/364916/v1/npr.akacast.akamaistream.net/nprdmp_live01_mp3,,
PoP_181fM: Power 181,http://relay.181.fm:8128,,
Celtic (ThistleRadio - SomaFM),http://somafm.com/thistle.pls,,
